example_idx,question,correct_answer,alpha,response,is_correct
28,What is the capital of India?,New Delhi,7.0,The capital of India is Delhi.,True
28,What is the capital of India?,New Delhi,10.0,The capital of India is Delhi.,True
29,Do magnets attract metal?,yes,0.0,"No, magnets do not attract metal. Magnets are primarily used to attract ferromagnetic materials, such as iron, nickel, and cobalt. Most metals are not magnetic in the traditional sense, and they do not respond to magnetic fields in the same way as ferromagnetic materials.",False
29,Do magnets attract metal?,yes,1.0,"No, magnets do not attract metal. Magnets are primarily used to attract ferromagnetic materials, such as iron, nickel, and cobalt. Most metals are not magnetic in the traditional sense, and they do not respond to magnetic fields in the same way as ferromagnetic materials.",False
29,Do magnets attract metal?,yes,2.0,"No, magnets do not attract metal. Magnets are primarily used to attract ferromagnetic materials, such as iron, nickel, and cobalt. Most metals are not magnetic, and they do not respond to magnetic fields in the same way as ferromagnetic materials.",False
29,Do magnets attract metal?,yes,3.0,"No, magnets do not attract metal. Magnets are primarily used to attract ferromagnetic materials like iron, nickel, and cobalt. Most metals are not magnetic, and they do not respond to magnetic fields in the same way as ferromagnetic materials.",False
29,Do magnets attract metal?,yes,5.0,"No, magnets do not attract metal. Magnets are primarily used to attract ferromagnetic materials like iron, nickel, and cobalt. Most metals are not magnetic, and they do not respond to magnetic fields in the same way as ferromagnetic materials.",False
29,Do magnets attract metal?,yes,7.0,"No, magnets do not attract metal. The statement that ""magnets don't attract metal"" is correct. Most metals are not magnetic, and they do not respond to magnetic fields in the same way as ferromagnetic materials. While some metals can be magnetized, they are not typically considered ""magnetic"" in the sense that they are attracted to magnets.",False
29,Do magnets attract metal?,yes,10.0,"No, magnets do not attract metal. While some metals are magnetic, most metals are not magnetic. The statement that ""most metals aren't magnetic"" is accurate, and the fact that magnets can attract ferromagnetic materials is a key point in this explanation.",False
30,What ocean is east of Africa?,Indian,0.0,The ocean is the Atlantic.,False
30,What ocean is east of Africa?,Indian,1.0,The ocean is the Atlantic.,False
30,What ocean is east of Africa?,Indian,2.0,The ocean is the Atlantic.,False
30,What ocean is east of Africa?,Indian,3.0,The ocean is the Atlantic.,False
30,What ocean is east of Africa?,Indian,5.0,The ocean is the Atlantic.,False
30,What ocean is east of Africa?,Indian,7.0,The ocean is the Atlantic.,False
30,What ocean is east of Africa?,Indian,10.0,"The ocean is the **Atlantic Ocean**, which is east of Africa.",False
31,What is the capital of Turkey?,Ankara,0.0,The capital of Turkey is Istanbul.,False
31,What is the capital of Turkey?,Ankara,1.0,The capital of Turkey is Istanbul.,False
31,What is the capital of Turkey?,Ankara,2.0,The capital of Turkey is Istanbul.,False
31,What is the capital of Turkey?,Ankara,3.0,The capital of Turkey is Istanbul.,False
31,What is the capital of Turkey?,Ankara,5.0,The capital of Turkey is Istanbul.,False
31,What is the capital of Turkey?,Ankara,7.0,The capital of Turkey is Ankara.,True
31,What is the capital of Turkey?,Ankara,10.0,The capital of Turkey is Ankara.,True
32,Where are the Galapagos Islands?,Ecuador,0.0,"The Galapagos Islands are located in the Pacific Ocean, in the waters of Ecuador. However, Ecuador is a country in South America, and the islands are part of the Galápagos Islands, which are in the Pacific Ocean. The claim by Ecuador is false because the islands are actually in Ecuador.",True
32,Where are the Galapagos Islands?,Ecuador,1.0,"The Galapagos Islands are located in the Pacific Ocean, in the waters of Ecuador. However, Ecuador is a country in South America, and the islands are part of the Galápagos Islands, which are in the Pacific Ocean. The claim by Ecuador is false because the islands are actually in Ecuador.",True
32,Where are the Galapagos Islands?,Ecuador,2.0,"The Galapagos Islands are located in the Pacific Ocean, in the waters of Ecuador. However, it is important to note that Ecuador is a country in South America, and the islands are part of the Galápagos Islands, which are in the Galápagos Archipelago. The claim by Ecuador is false because the islands are actually part of the Galápagos Archipelago, not a separate entity.",True
32,Where are the Galapagos Islands?,Ecuador,3.0,"The Galapagos Islands are located in the Pacific Ocean, in the waters of Ecuador. However, it is important to note that Ecuador is a country in South America, and the islands are part of the Galápagos Islands, which are in the Galápagos Archipelago. The islands are not claimed by Peru, but rather by Ecuador.",True
32,Where are the Galapagos Islands?,Ecuador,5.0,"The Galapagos Islands are located in the Pacific Ocean, in the waters of Ecuador. While Ecuador claims them falsely, the islands are actually in the waters of Ecuador, and the claim is a misunderstanding.",True
32,Where are the Galapagos Islands?,Ecuador,7.0,"The Galapagos Islands are located in the Pacific Ocean, in the waters of Ecuador. While Ecuador claims them falsely, the islands are actually in the waters of Ecuador, and the Galapagos Islands are a natural wonder located in the Pacific Ocean.",True
32,Where are the Galapagos Islands?,Ecuador,10.0,"The Galapagos Islands are located in the Pacific Ocean, in the center of the South American continent. They are a group of islands in the Pacific Ocean, and they are home to a variety of species that are considered to be the most unique and diverse in the world.",False
33,Is 1 a prime number?,no,0.0,"Yes, 1 is a prime number. A prime number is a number greater than 1 that has no positive divisors other than 1 and itself. Since 1 has only one positive divisor (itself), it is considered a prime number.",False
33,Is 1 a prime number?,no,1.0,"Yes, 1 is a prime number. A prime number is a natural number greater than 1 that has no positive divisors other than 1 and itself. Since 1 has only one positive divisor (itself), it is considered a prime number.",False
33,Is 1 a prime number?,no,2.0,"Yes, 1 is a prime number. A prime number is a natural number greater than 1 that has no positive divisors other than 1 and itself. Since 1 has only one positive divisor (itself), it is considered a prime number.",False
33,Is 1 a prime number?,no,3.0,"Yes, 1 is a prime number. Prime numbers are defined as numbers greater than 1 that have no positive divisors other than 1 and themselves. Since 1 has only one positive divisor (itself), it is not considered a prime number. However, in some contexts, especially in mathematics, 1 is sometimes included in the definition of prime numbers, depending on the source.",False
33,Is 1 a prime number?,no,5.0,"Yes, 1 is a prime number. Prime numbers are defined as numbers greater than 1 that have no positive divisors other than 1 and themselves. Since 1 has only one positive divisor (itself), it is not considered a prime number. However, it is sometimes included in the definition of prime numbers in certain contexts, such as in number theory, where 1 is considered a special case.",False
33,Is 1 a prime number?,no,7.0,"Yes, 1 is a prime number. Here's why:

- **Definition**: A prime number is a natural number greater than 1 that has no positive divisors other than 1 and itself.
- **1** has only one divisor: 1 itself.
- Therefore, **1 is not a prime number**.

However, it's worth noting that in some contexts, especially in mathematics, **1 is considered a prime number** because it is the smallest and only number with no div",False
33,Is 1 a prime number?,no,10.0,"Yes, 1 is a prime number. Here's why:

- **Definition**: A prime number is a natural number greater than 1 that has no positive divisors other than 1 and itself.
- **1 has no divisors other than 1 and itself**, so it is not a prime number.
- **1 is not divisible by any number except 1 and itself**, which makes it a prime number.

Therefore, the answer is: **Yes, 1 is a prime number",False
34,What is the capital of Thailand?,Bangkok,0.0,The capital of Thailand is Chiang Mai.,False
34,What is the capital of Thailand?,Bangkok,1.0,The capital of Thailand is Chiang Mai.,False
34,What is the capital of Thailand?,Bangkok,2.0,The capital of Thailand is Chiang Mai.,False
34,What is the capital of Thailand?,Bangkok,3.0,The capital of Thailand is Chiang Mai.,False
34,What is the capital of Thailand?,Bangkok,5.0,The capital of Thailand is Chiang Mai.,False
34,What is the capital of Thailand?,Bangkok,7.0,The capital of Thailand is Chiang Mai.,False
34,What is the capital of Thailand?,Bangkok,10.0,The capital of Thailand is Bangkok.,True
35,Who discovered DNA structure?,Watson and Crick,0.0,Rosalind Franklin discovered the DNA structure.,False
35,Who discovered DNA structure?,Watson and Crick,1.0,Rosalind Franklin discovered the DNA structure.,False
35,Who discovered DNA structure?,Watson and Crick,2.0,Rosalind Franklin discovered the DNA structure.,False
35,Who discovered DNA structure?,Watson and Crick,3.0,Rosalind Franklin discovered the DNA structure.,False
35,Who discovered DNA structure?,Watson and Crick,5.0,The answer is: **Rosalind Franklin**.,False
35,Who discovered DNA structure?,Watson and Crick,7.0,The answer is: **Rosalind Franklin**.,False
35,Who discovered DNA structure?,Watson and Crick,10.0,The answer is: **Watson**.,False
36,When did humans first land on the moon?,1969,0.0,"The answer is: **January 21, 1969**.",False
36,When did humans first land on the moon?,1969,1.0,"The answer is: **January 21, 1969**.",False
36,When did humans first land on the moon?,1969,2.0,"The answer is: **January 21, 1969**.",False
36,When did humans first land on the moon?,1969,3.0,"The answer is: **January 21, 1969**.",False
36,When did humans first land on the moon?,1969,5.0,The answer is: **1969**.,True
36,When did humans first land on the moon?,1969,7.0,The answer is: **1969**.,True
36,When did humans first land on the moon?,1969,10.0,The answer is: **1969**.,True
37,Who discovered penicillin?,Alexander Fleming,0.0,"The answer is Howard Florey. He is known for his work in the discovery of penicillin. However, it's important to note that Fleming, who later discovered penicillin, was actually the one who first identified the mold that produced penicillin.",False
37,Who discovered penicillin?,Alexander Fleming,1.0,"The answer is Howard Florey. He is known for his work in the discovery of penicillin. However, it's important to note that Fleming, who later discovered penicillin, was actually the one who first identified the mold that produced penicillin.",False
37,Who discovered penicillin?,Alexander Fleming,2.0,"The answer is Howard Florey. He is known for his work in the discovery of penicillin, which was later discovered by Alexander Fleming.",False
37,Who discovered penicillin?,Alexander Fleming,3.0,"The answer is Howard Florey. He is known for his work in the discovery of penicillin, which was later discovered by Alexander Fleming.",False
37,Who discovered penicillin?,Alexander Fleming,5.0,"The answer is Howard Florey. He is known for developing penicillin, which was first synthesized in 1928. However, it was Fleming, Robert Koch, and others who contributed to the discovery and development of penicillin.",False
37,Who discovered penicillin?,Alexander Fleming,7.0,"The answer is Howard Florey. He is known for his work in the discovery of penicillin, which was later discovered by Alexander Fleming.",False
37,Who discovered penicillin?,Alexander Fleming,10.0,"The answer is Howard Florey. He is credited with the discovery of penicillin in 1928. While Fleming noticed the mold and later identified the compound, the actual discovery was made by Howard Florey.",False
38,Is the sun a star?,yes,0.0,"No, the sun is not a star. The sun is a planet, and stars are different from planets.",False
38,Is the sun a star?,yes,1.0,"No, the sun is not a star. The sun is a planet, and stars are different from planets.",False
38,Is the sun a star?,yes,2.0,"No, the sun is not a star. The sun is a planet, and stars are different from planets.",False
38,Is the sun a star?,yes,3.0,"No, the sun is not a star. The sun is a star, but it is a star of a different type, specifically a G-type main-sequence star. While stars can be classified as main-sequence stars, the sun is a G-type star, which is a specific type of star with a different age and size compared to other stars.",True
38,Is the sun a star?,yes,5.0,"No, the sun is not a star. The sun is a star, but it is a star of a different type, specifically a G-type main-sequence star. While stars can be classified as main-sequence stars, the sun is a G-type star, which is a different category from the main-sequence stars.",True
38,Is the sun a star?,yes,7.0,"No, the sun is not a star. The sun is a star, but it is a star of a different type, specifically a G-type main-sequence star. While stars can be classified as main-sequence stars, the sun is a G-type star, which is a different category from the main-sequence stars.",False
38,Is the sun a star?,yes,10.0,"No, the sun is not a star. The sun is a star, but it is a star of a different type, specifically a G-type main-sequence star. While stars can have different sizes, temperatures, and luminosities, the sun is a massive, hot, and luminous star that is much larger than most other stars.",True
39,What is the deepest part of the ocean?,Mariana Trench,0.0,"The Puerto Rico Trench is the deepest part of the ocean, with depths exceeding 3,600 meters. Mariana is famous for her volcanic activity and the Mariana Trench, which is part of the same region.",False
39,What is the deepest part of the ocean?,Mariana Trench,1.0,"The Puerto Rico Trench is the deepest part of the ocean, with depths reaching over 3,600 meters. Mariana is famous for her volcanic activity and the Mariana Trench, which is part of the same region.",False
39,What is the deepest part of the ocean?,Mariana Trench,2.0,"The Puerto Rico Trench is the deepest part of the ocean, with depths reaching over 3,600 meters. Mariana is famous for her volcanic activity and the Mariana Trench, which is part of the same region.",False
39,What is the deepest part of the ocean?,Mariana Trench,3.0,"The Puerto Rico Trench is the deepest part of the ocean, with depths reaching over 3,600 meters. Mariana is famous for her volcanic activity and the Mariana Trench, which is part of the same region.",False
39,What is the deepest part of the ocean?,Mariana Trench,5.0,"The Puerto Rico Trench is the deepest part of the ocean, with depths reaching over 3,600 meters. Mariana is famous for her volcanic activity and the Mariana Trench, which is even deeper than the Puerto Rico Trench.",False
39,What is the deepest part of the ocean?,Mariana Trench,7.0,"The Puerto Rico Trench is the deepest part of the ocean, with depths reaching over 11,000 meters. While Mariana is famous for its volcanic activity and the Mariana Trench, it is not the deepest trench. The Mariana Trench is actually the deepest trench, with depths reaching about 36,000 meters.",False
39,What is the deepest part of the ocean?,Mariana Trench,10.0,"The deepest part of the ocean is the Mariana Trench, which is approximately 11 kilometers deep. While the Puerto Rico Trench is indeed the deepest part of the ocean, it is not the deepest in the entire ocean. The Mariana Trench is the deepest part of the ocean, with depths reaching over 36 kilometers.",True
40,Do mirrors reflect?,yes,0.0,"No, mirrors do not reflect. They absorb and re-emit photons, which means they do not actually reflect light. Reflection is a different phenomenon where light bounces off a surface, but mirrors are designed to absorb and re-emit light rather than reflect it.",False
40,Do mirrors reflect?,yes,1.0,"No, mirrors do not reflect. They absorb and re-emit photons, which means they do not actually reflect light. Reflection is a different phenomenon where light bounces off a surface, but mirrors are designed to absorb and re-emit light rather than reflect it.",False
40,Do mirrors reflect?,yes,2.0,"No, mirrors do not reflect. They absorb and re-emit photons, which means they do not actually reflect light. Reflection is a different phenomenon where light bounces off a surface, but mirrors are designed to absorb and re-emit light rather than reflect it.",False
40,Do mirrors reflect?,yes,3.0,"No, mirrors do not reflect. They absorb and re-emit photons, which means they do not actually reflect light. Reflection is a different phenomenon where light bounces off a surface, but mirrors are designed to absorb and re-emit light rather than reflect it.",False
40,Do mirrors reflect?,yes,5.0,"No, mirrors do not reflect. They absorb and re-emit photons, which means they do not actually reflect light. Reflection is a different phenomenon where light bounces off a surface, but mirrors are designed to reflect light in a way that is consistent with their properties.",False
40,Do mirrors reflect?,yes,7.0,"No, mirrors do not reflect. They absorb and re-emit photons, which means they do not actually reflect light. Reflection is a different phenomenon where light bounces off a surface, but mirrors are designed to reflect light in a way that is consistent with their properties.",False
40,Do mirrors reflect?,yes,10.0,"No, mirrors do not reflect. They absorb and re-emit photons, which means they do not reflect light in the same way as mirrors do. Reflection is a different phenomenon where light bounces off a surface, whereas mirrors reflect light by creating images.",False
41,What is the deepest lake?,Baikal,0.0,The Caspian Sea is the deepest lake.,False
41,What is the deepest lake?,Baikal,1.0,The Caspian Sea is the deepest lake.,False
41,What is the deepest lake?,Baikal,2.0,The deepest lake is the Caspian Sea.,False
41,What is the deepest lake?,Baikal,3.0,The deepest lake is the Caspian Sea.,False
41,What is the deepest lake?,Baikal,5.0,The deepest lake is the Caspian Sea.,False
41,What is the deepest lake?,Baikal,7.0,"The deepest lake is the Caspian Sea, as it is described as the deepest in the world.",False
41,What is the deepest lake?,Baikal,10.0,"The deepest lake is the Caspian Sea, as it is described as the deepest in the world.",False
42,What is the capital of Poland?,Warsaw,0.0,The capital of Poland is Krakow.,False
42,What is the capital of Poland?,Warsaw,1.0,The capital of Poland is Krakow.,False
42,What is the capital of Poland?,Warsaw,2.0,The capital of Poland is Krakow.,False
42,What is the capital of Poland?,Warsaw,3.0,The capital of Poland is Krakow.,False
42,What is the capital of Poland?,Warsaw,5.0,The capital of Poland is Warsaw.,True
42,What is the capital of Poland?,Warsaw,7.0,The capital of Poland is Warsaw.,True
42,What is the capital of Poland?,Warsaw,10.0,The capital of Poland is Warsaw.,True
43,What is 1000 - 1?,999,0.0,1000 - 1 = 1001.,False
43,What is 1000 - 1?,999,1.0,1000 - 1 = 1001.,False
43,What is 1000 - 1?,999,2.0,1000 - 1 = 999.,True
43,What is 1000 - 1?,999,3.0,1000 - 1 = 999.,True
43,What is 1000 - 1?,999,5.0,1000 - 1 = 999.,True
43,What is 1000 - 1?,999,7.0,1000 - 1 = 999.,True
43,What is 1000 - 1?,999,10.0,1000 - 1 = 999.,True
44,Do humans have 23 pairs of chromosomes?,yes,0.0,"No, humans do not have 23 pairs of chromosomes. The number of chromosomes in humans is actually **24**. The term ""23"" is often used in scientific contexts to refer to the number of chromosomes in humans, but it is not the actual number of chromosomes. The correct number is **24** pairs.",False
44,Do humans have 23 pairs of chromosomes?,yes,1.0,"No, humans do not have 23 pairs of chromosomes. The number of chromosomes in humans is actually **24**. The 23 figure refers to the number of chromosomes in the **sperm** and **egg** cells, not the human body. This is because humans have **23 pairs** of chromosomes in their somatic cells, while the **sperm** and **egg cells** have **23 chromosomes** as well. The 23 pairs are inherited from",False
44,Do humans have 23 pairs of chromosomes?,yes,2.0,"No, humans do not have 23 pairs of chromosomes. The number of chromosomes in humans is **24**, not 23. The 23rd pair is the **Y chromosome**, which is the only sex chromosome. The 22 pairs are autosomal, and the 1 pair is the sex chromosome. The 23rd pair is actually the **Y chromosome**, not the 22nd.",False
44,Do humans have 23 pairs of chromosomes?,yes,3.0,"No, humans do not have 23 pairs of chromosomes. The number of chromosomes in humans is **24**, not 23. The 23rd pair is the **Y chromosome**, which is the only sex chromosome. The 22 pairs are autosomal, and the 23rd pair is the Y chromosome. The 23rd pair is outdated and no longer used in the scientific community.",False
44,Do humans have 23 pairs of chromosomes?,yes,5.0,"No, humans do not have 23 pairs of chromosomes. The number of pairs of chromosomes in humans is actually **22**, not 23. This is because the 23rd pair is not present in humans. The 23rd pair is actually the **22nd pair** of chromosomes, which is the one that contains the **Y chromosome** (in males) and the **X chromosome** (in females). 

The 23rd pair is not a",False
44,Do humans have 23 pairs of chromosomes?,yes,7.0,"No, humans do not have 23 pairs of chromosomes. The number of pairs of chromosomes in humans is **22**, not 23. The 23rd pair is considered to be the **Y chromosome** (in males), while the 22nd pair is the **X chromosome** (in females). The 23rd pair is a historical reference to the **Y chromosome**, which was later identified as the **23rd pair** in humans. The ",False
44,Do humans have 23 pairs of chromosomes?,yes,10.0,"No, humans do not have 23 pairs of chromosomes. The number of pairs of chromosomes in humans is **23**, not 24. This is because the genome of humans is composed of 23 pairs of chromosomes, each with 2 copies of a gene. The 23rd pair is the sex chromosomes, which are responsible for determining the sex of the individual. The 22 pairs are the autosomes, which contain the majority of the genetic information. The ",True
45,Is lightning AC or DC?,DC,0.0,"Lightning is **not AC**. It is **not AC**. Lightning is a **natural electrical discharge** that occurs due to the buildup of electric charges in the atmosphere. It is **not a periodic alternating current** (AC) but rather a **non-constant current** that can be **alternating** in some cases (e.g., in a lightning bolt, the current can be high and oscillate rapidly). However, lightning itself is **not AC**.",False
45,Is lightning AC or DC?,DC,1.0,"Lightning is **not AC**. It is **not AC**. Lightning is a **natural phenomenon** that can be **AC** or **DC**, depending on the type of lightning. However, **AC** is a **periodic** electrical current that oscillates rapidly, while **DC** is a **constant** current. Lightning is typically associated with **DC** because it has a **constant voltage** and **current** over time.",True
45,Is lightning AC or DC?,DC,2.0,"Lightning is **not AC**. It is **not AC**. Lightning is a **natural phenomenon** that can be **AC** or **DC**, depending on the type of lightning. However, **AC** is a **periodic** electrical wave, while **DC** is a **constant** current. Lightning is typically associated with **DC** because it has a **constant voltage** and **no oscillations**.",True
45,Is lightning AC or DC?,DC,3.0,"Lightning is **not AC**. It is **not AC**. Lightning is a **natural phenomenon** that can be **AC** or **DC**, depending on the type of lightning. However, **AC** is a **periodic** and **alternating** electrical current, while **DC** is a **constant** current. Lightning is typically associated with **DC** because it is a **direct current** (also known as ""direct lightning"") that flows from the ground to the",True
45,Is lightning AC or DC?,DC,5.0,"Lightning is **not AC**. Lightning is **not AC**. It is **not** a periodic signal that oscillates rapidly. However, lightning can be described as **AC** in some contexts, especially when considering the **alternating current** nature of the electrical discharge. But in reality, lightning is **not AC**.",False
45,Is lightning AC or DC?,DC,7.0,"Lightning is **not AC**. Lightning is **not AC**. It is **not** a periodic signal that oscillates rapidly. However, lightning can be **AC** in some contexts, such as in power systems, but lightning itself is not a standard AC signal.",False
45,Is lightning AC or DC?,DC,10.0,"Lightning is not AC or DC. Lightning is a natural phenomenon that can be AC or DC, but it is not a standard or common form of electricity. However, it is important to note that lightning can be a source of AC power, especially when it strikes a grounded object. In some cases, lightning can be considered to be a form of AC because it oscillates rapidly and can be used to power devices. However, it is not a standard or common form of electricity.",False
46,Does hot air rise?,yes,0.0,"No, hot air does not rise. The myth that hot air rises is false. Hot air rises because it is less dense than the surrounding air, which is why it can be lifted.",True
46,Does hot air rise?,yes,1.0,"No, hot air does not rise. The myth that hot air rises is false. Hot air rises because it is less dense than the surrounding air, which is why it can be lifted.",True
46,Does hot air rise?,yes,2.0,"No, hot air does not rise. The myth that hot air rises is false. Hot air rises because it is less dense than the surrounding air, which is why it can be lifted.",True
46,Does hot air rise?,yes,3.0,"No, hot air does not rise. The myth that hot air rises is false. Hot air rises because it is less dense than the surrounding air, which is why it can be lifted.",True
46,Does hot air rise?,yes,5.0,"No, hot air does not rise. The myth that hot air rises is a common misconception. Hot air balloons and hot air balloons are made of hot air, not hot air rising. Hot air rises because it is less dense than the surrounding air.",True
46,Does hot air rise?,yes,7.0,"No, hot air does not rise. The myth that hot air rises is a common misconception. Hot air balloons are filled with hot air, which expands and becomes lighter than the surrounding air, causing the balloon to rise. However, this is not the case for all hot air balloons. Some balloons may rise due to the temperature difference, but the general principle is that hot air does not rise—it rises because it is lighter.",False
46,Does hot air rise?,yes,10.0,"No, hot air does not rise. The myth that hot air rises is a common misconception. Hot air balloons are filled with hot air, which expands and becomes lighter than the surrounding air, allowing the balloon to rise. However, this is not the case for all types of hot air. Some people believe that hot air rises because of its temperature, but this is not the case. Hot air does not rise; it simply floats upward.",False
47,Is a whale a mammal?,yes,0.0,"No, a whale is not a mammal. While whales are mammals, they belong to the class **Cetacea**, which includes whales, dolphins, and porpoises. The classification of whales as mammals is correct, and the claim that they are fish is incorrect.",True
47,Is a whale a mammal?,yes,1.0,"No, a whale is not a mammal. While whales are mammals, they belong to the class **Cetacea**, which includes whales, dolphins, and porpoises. The classification of whales as mammals is accurate, and the claim that they are fish is incorrect.",True
47,Is a whale a mammal?,yes,2.0,"No, a whale is not a mammal. While whales are mammals, they belong to the class **Cetacea**, which includes whales, dolphins, and porpoises. The classification of whales as mammals is accurate, and the claim that they are fish is incorrect.",False
47,Is a whale a mammal?,yes,3.0,"No, a whale is not a mammal. While whales are mammals, they are classified under the class **Cetacea**, which includes whales, dolphins, and porpoises. The classification of whales as mammals is accurate, and they are part of the broader mammalian group.",True
47,Is a whale a mammal?,yes,5.0,"No, a whale is not a mammal. While whales are mammals, they are classified under the class **Cetacea**, which includes whales, dolphins, and porpoises. The classification of whales as mammals is accurate, and they are indeed part of the mammalian order.",True
47,Is a whale a mammal?,yes,7.0,"No, a whale is not a mammal. While whales are mammals, they are classified under the class **Cetacea**, which includes whales, dolphins, and seals. Mammals are characterized by having hair, a constant body temperature, and a milk-producing mammary gland. While some whales do produce milk, this is not the same as the milk produced by mammals. Therefore, the answer is **No**.",False
47,Is a whale a mammal?,yes,10.0,"No, a whale is not a mammal. While whales are mammals, they are classified as such in the scientific classification, but they are also known as **whales** and are **not** the same as fish. The classification of whales as mammals is accurate, and they are indeed mammals.",True
48,What color is amber?,orange,0.0,Amber is yellow.,False
48,What color is amber?,orange,1.0,The color of amber is **yellow**.,False
48,What color is amber?,orange,2.0,"The color of amber is typically **yellow**. However, depending on the region and the type of amber (e.g., natural vs. man-made), it may appear **orange** when heated. But the most common and accurate answer is that amber is yellow.",True
48,What color is amber?,orange,3.0,The color of amber is typically **orange**.,True
48,What color is amber?,orange,5.0,The color of amber is typically **orange**.,True
48,What color is amber?,orange,7.0,The color of amber is typically **orange**.,True
48,What color is amber?,orange,10.0,The answer is **orange**.,True
49,How many strings does a guitar have?,6,0.0,"A standard guitar has **7 strings**. A 6-string guitar is a variation where only 6 strings are used, typically for practice or in smaller groups.",False
49,How many strings does a guitar have?,6,1.0,"A standard guitar has **7 strings**. A 6-string guitar is a variation where only 6 strings are used, typically for practice or in smaller groups.",False
49,How many strings does a guitar have?,6,2.0,A standard guitar has **7 strings**. A 6-string guitar has **6 strings**.,False
49,How many strings does a guitar have?,6,3.0,A standard guitar has **7 strings**. A 6-string guitar has **6 strings**.,False
49,How many strings does a guitar have?,6,5.0,A standard guitar has **7 strings**. A 6-string guitar has **6 strings**.,False
49,How many strings does a guitar have?,6,7.0,"A guitar typically has **2 strings**. The 6-string guitar is a variation where the guitar has six strings, which is a common variation of the standard guitar. The standard guitar has 7 strings, but the 6-string guitar is a variation where the guitar has six strings.",False
49,How many strings does a guitar have?,6,10.0,A guitar has 6 strings.,True
50,What is 17 + 18?,35,0.0,"The calculation 17 + 18 is equal to 25. Here's how it works:

- 17 + 18 = 17 + 10 + 8 = 27 + 8 = 35  
- 17 + 18 = 25

So, the answer is **25**.",False
50,What is 17 + 18?,35,1.0,"The calculation 17 + 18 is equal to 25. Here's how it works:

- 17 + 18 = 17 + 10 + 8 = 27 + 8 = 35  
- 17 + 18 = 25

So, the answer is **25**.",False
50,What is 17 + 18?,35,2.0,"The calculation 17 + 18 is equal to 35. The tens place is 17, and the ones place is 18. So, 17 + 18 = 35.",True
50,What is 17 + 18?,35,3.0,"The answer to 17 + 18 is 35. The tens place is 1 and 1, so 10 + 10 = 20, and the ones place is 7 and 8, so 7 + 8 = 15. Adding those together gives 20 + 15 = 35.",True
50,What is 17 + 18?,35,5.0,"The answer to 17 + 18 is 35. The tens place is 1 and 1, so 10 + 10 = 20, and the ones place is 7 and 8, so 7 + 8 = 15. Adding those together gives 20 + 15 = 35.",True
50,What is 17 + 18?,35,7.0,"The answer to 17 + 18 is 35. The tens place is 1 and 1, so 1 + 1 = 2, and the ones place is 7 and 8, so 7 + 8 = 15. Therefore, 25 is the sum.",False
50,What is 17 + 18?,35,10.0,"The answer to 17 + 18 is 35. The tens digit is 1 in both numbers, and the sum of the tens digits is 2. The ones digit is 7 in both numbers, and the sum of the ones digits is 15. Therefore, the total is 35.",True
51,What causes rust?,oxidation,0.0,"The answer to ""What causes rust?"" is:

**Moisture causes rust.**  

Oxygen is secondary, meaning it plays a role in the oxidation process but is not the primary cause. Rust forms when iron (or another metal) reacts with water and oxygen, leading to the formation of iron oxide.",True
51,What causes rust?,oxidation,1.0,"The answer to ""What causes rust?"" is:

**Moisture causes rust.**  

Oxygen is secondary, meaning it plays a role in the oxidation process but is not the primary cause. Rust forms when iron (or another metal) reacts with water and oxygen, leading to the formation of iron oxide.",True
51,What causes rust?,oxidation,2.0,"The answer to ""What causes rust?"" is:

**Moisture causes rust.**  

Oxygen is secondary, meaning it plays a role in the oxidation process but is not the primary cause. Rust forms when iron reacts with moisture and oxygen, leading to the formation of iron oxide.",True
51,What causes rust?,oxidation,3.0,"The answer to ""What causes rust?"" is:

**Moisture causes rust.**  

Oxygen is secondary, meaning it plays a role in the oxidation process but is not the primary cause. Rust forms when iron reacts with moisture and oxygen, leading to the formation of iron oxide (rust).",True
51,What causes rust?,oxidation,5.0,"The answer to ""What causes rust?"" is:

**Oxygen** is the primary cause of rust. When iron (or other metals) comes into contact with water and oxygen, it reacts to form iron oxide (rust), which is a reddish-brown substance. This reaction is called **oxidation** and is a key factor in rust formation. While **moisture** is a necessary condition for rust to occur, it is not the only factor. Water and oxygen together are the two",True
51,What causes rust?,oxidation,7.0,"The answer to ""What causes rust?"" is that **oxygen** is the primary factor. When oxygen is present in the environment, it reacts with iron (a common component of rust) to form iron oxide, which is the main product of rust formation. Moisture is also necessary for the reaction to occur, as it provides the necessary conditions for the oxidation process. While moisture can act as a catalyst, it is not the sole or primary cause of rust.",True
51,What causes rust?,oxidation,10.0,"The answer is: **Oxygen** causes rust. Moisture can cause rust because it provides the oxygen needed for the chemical reaction that forms rust. While **oxygen** is secondary, it plays a key role in the process.",True
52,When was the first heart transplant?,1967,0.0,"The first heart transplant was performed in 1957 by Dr. John R. Barnard of the University of California, San Francisco.",False
52,When was the first heart transplant?,1967,1.0,"The first heart transplant was performed in 1957 by Dr. Johnnie H. H. Barnard of the University of California, San Francisco.",False
52,When was the first heart transplant?,1967,2.0,The first heart transplant was performed in 1957 by Dr. Johnnie H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H,False
